LogRooms, LogIncome, LogPeople, ElHeat, SheOnly, PeakHeat, CookEl, PoolFilt, AirRev, AirCond, MWave, Dish, Dryer, ElecCost
2.07944154167984,9.87816974455184,1.09861228866811,1,0,0,0,0,1,1,0,0,0,234
1.79175946922805,8.77955745588373,1.09861228866811,0,0,0,0,0,0,0,0,0,1,151
2.30258509299405,11.0020998412042,1.38629436111989,0,1,1,1,1,1,1,1,1,1,2193
2.07944154167984,10.2146419811731,1.09861228866811,0,1,0,1,0,1,1,0,0,0,376
1.79175946922805,8.26873183211774,0,0,1,0,0,0,0,0,0,0,0,128
1.79175946922805,8.77955745588373,0.693147180559945,0,0,0,0,1,0,0,0,0,0,253
1.94591014905531,9.73506890091116,1.6094379124341,1,0,0,1,0,1,1,0,0,1,506
2.30258509299405,9.73506890091116,1.6094379124341,1,0,0,1,0,1,1,0,1,1,987
1.79175946922805,10.2146419811731,0.693147180559945,0,0,0,1,0,0,0,0,0,1,460
1.79175946922805,8.26873183211774,0,1,0,0,1,0,0,0,0,0,0,230
1.6094379124341,8.26873183211774,0,0,1,0,0,0,0,1,0,0,1,133
1.79175946922805,8.26873183211774,0.693147180559945,0,0,0,0,0,0,0,0,0,0,345
2.07944154167984,9.04192172035122,0.693147180559945,1,0,0,1,0,0,1,0,0,1,374
1.94591014905531,9.73506890091116,1.6094379124341,0,0,0,0,0,0,1,0,0,0,276
1.79175946922805,9.18502256399189,1.38629436111989,1,0,0,0,0,0,1,0,0,1,272
1.94591014905531,9.73506890091116,1.38629436111989,1,0,0,0,1,0,1,0,0,0,456
1.6094379124341,9.04192172035122,0.693147180559945,1,0,1,1,0,1,1,0,0,0,377
1.94591014905531,11.0020998412042,1.09861228866811,1,0,0,1,0,1,1,0,0,0,443
1.6094379124341,10.3056137593788,0.693147180559945,0,1,0,0,0,0,0,0,0,1,280
1.79175946922805,10.1145585226161,0.693147180559945,0,0,1,0,0,1,1,0,0,1,297
1.94591014905531,10.2146419811731,1.09861228866811,0,1,0,1,0,1,1,0,0,0,377
2.19722457733622,9.87816974455184,1.09861228866811,1,0,0,1,0,1,1,1,1,1,469
1.94591014905531,10.4282160814711,1.09861228866811,1,0,0,0,0,0,0,1,0,1,306
2.30258509299405,9.18502256399189,1.09861228866811,0,0,0,1,0,0,1,0,0,0,379
2.07944154167984,9.568014816248,0.693147180559945,0,0,1,0,0,0,0,0,0,0,177
2.30258509299405,10.5713169251118,1.09861228866811,0,1,0,1,0,1,1,0,0,1,623
1.79175946922805,10.4282160814711,1.38629436111989,0,1,0,0,0,0,1,0,0,0,492
1.79175946922805,9.73506890091116,1.09861228866811,0,0,0,1,0,1,1,0,0,1,385
2.07944154167984,10.2146419811731,1.38629436111989,0,0,0,1,0,0,1,1,1,1,443
1.94591014905531,10.5713169251118,0.693147180559945,1,0,1,1,0,0,1,1,0,0,557
1.79175946922805,10.1145585226161,0.693147180559945,0,1,0,1,0,0,0,0,0,0,156
1.79175946922805,9.04192172035122,0.693147180559945,0,1,0,0,0,0,1,0,0,0,231
1.79175946922805,8.26873183211774,0,0,0,0,1,0,0,1,0,0,0,183
1.79175946922805,8.26873183211774,0,1,0,0,1,0,0,0,0,0,1,53
2.07944154167984,9.04192172035122,0.693147180559945,0,0,0,1,0,1,1,0,0,0,240
1.6094379124341,10.2146419811731,0.693147180559945,1,0,0,0,0,0,0,0,0,0,349
2.30258509299405,11.0020998412042,1.79175946922805,0,0,0,1,0,0,0,1,1,1,563
2.30258509299405,10.5713169251118,1.6094379124341,0,1,0,1,0,0,0,0,0,1,671
1.79175946922805,10.5713169251118,0.693147180559945,0,0,0,0,0,1,1,1,0,1,267
1.94591014905531,9.04192172035122,0.693147180559945,0,1,0,0,0,0,1,0,0,1,327
1.79175946922805,9.04192172035122,1.09861228866811,0,0,0,0,0,1,1,1,0,1,337
1.79175946922805,9.18502256399189,1.38629436111989,0,1,0,1,0,0,1,1,0,1,413
1.94591014905531,9.18502256399189,0.693147180559945,0,1,0,1,0,1,1,0,0,0,410
2.07944154167984,10.6964800680658,0.693147180559945,1,0,0,1,0,0,1,1,0,0,456
2.07944154167984,8.77955745588373,1.09861228866811,1,0,1,1,0,0,0,0,0,0,565
1.79175946922805,8.77955745588373,1.09861228866811,1,0,1,1,0,0,0,0,0,0,472
1.79175946922805,10.1145585226161,0.693147180559945,1,0,0,1,0,1,1,0,0,0,610
1.38629436111989,9.04192172035122,0.693147180559945,1,0,0,1,0,0,1,1,0,1,433
1.6094379124341,9.36734412078585,0,0,1,0,0,0,1,1,0,0,0,197
1.79175946922805,9.18502256399189,1.09861228866811,0,1,0,0,0,1,1,1,0,1,187
1.79175946922805,9.36734412078585,0.693147180559945,0,1,0,0,0,1,1,1,0,1,399
1.94591014905531,9.87816974455184,0,1,0,0,0,0,0,1,0,0,0,174
1.79175946922805,10.1145585226161,1.09861228866811,0,1,0,1,0,1,1,1,0,0,370
2.07944154167984,11.0020998412042,1.6094379124341,0,1,0,1,0,0,1,0,0,0,450
1.94591014905531,10.6964800680658,1.09861228866811,1,0,0,0,0,0,0,0,0,0,221
1.6094379124341,9.36734412078585,1.09861228866811,0,1,1,0,0,0,0,0,0,1,469
1.79175946922805,10.1145585226161,0.693147180559945,0,1,0,1,0,1,1,0,0,0,538
1.94591014905531,11.0020998412042,1.09861228866811,0,1,0,0,0,0,1,0,1,1,418
1.79175946922805,10.6964800680658,0.693147180559945,0,1,0,1,0,0,1,0,0,1,502
1.79175946922805,9.87816974455184,1.38629436111989,0,0,0,1,0,1,1,1,0,0,565
1.94591014905531,8.26873183211774,0,0,1,0,1,0,0,1,0,0,0,169
1.94591014905531,10.807705703176,0.693147180559945,0,0,0,0,0,0,1,1,0,0,181
1.38629436111989,9.04192172035122,0,0,0,1,0,0,0,1,0,0,0,104
1.38629436111989,10.3056137593788,0,0,1,0,1,0,0,1,0,0,1,435
1.79175946922805,10.2146419811731,1.38629436111989,0,0,1,1,0,0,0,1,0,1,786
2.30258509299405,10.2146419811731,1.6094379124341,0,1,0,1,1,1,1,1,0,1,794
1.79175946922805,10.2146419811731,0.693147180559945,0,0,0,0,0,0,1,1,0,0,225
2.30258509299405,10.4282160814711,1.09861228866811,0,0,0,1,0,1,1,0,0,0,519
1.6094379124341,9.04192172035122,0.693147180559945,1,0,0,1,0,1,1,0,0,1,453
1.94591014905531,8.26873183211774,0,0,0,1,1,0,0,0,1,0,0,322
2.30258509299405,10.2146419811731,1.09861228866811,0,1,0,1,0,1,1,1,1,1,427
1.6094379124341,8.77955745588373,0,0,0,0,1,0,0,0,0,0,0,79
1.94591014905531,8.77955745588373,1.09861228866811,0,0,0,1,0,1,1,0,0,0,718
1.6094379124341,8.26873183211774,0,0,1,0,0,0,0,1,0,0,0,104
1.94591014905531,9.36734412078585,0.693147180559945,0,1,0,1,0,0,1,1,0,0,342
1.94591014905531,10.5713169251118,0.693147180559945,0,1,0,0,0,0,1,0,0,1,318
2.30258509299405,10.2146419811731,1.38629436111989,0,1,1,1,0,0,0,0,0,1,960
1.79175946922805,9.568014816248,1.09861228866811,0,0,0,1,0,1,1,1,0,1,419
1.79175946922805,8.77955745588373,1.09861228866811,0,0,0,0,0,0,0,0,0,0,175
1.79175946922805,9.18502256399189,0,1,0,0,0,0,0,1,0,0,1,282
2.07944154167984,10.3056137593788,1.38629436111989,0,0,0,1,0,0,0,0,0,1,252
1.6094379124341,8.77955745588373,0,1,0,0,0,0,0,0,0,0,0,82
1.94591014905531,8.77955745588373,0,0,1,0,0,0,0,1,0,0,1,127
2.30258509299405,9.87816974455184,1.09861228866811,0,0,0,1,0,1,1,1,1,1,776
1.6094379124341,8.26873183211774,0,1,0,0,1,0,0,0,0,0,0,202
1.79175946922805,9.18502256399189,0,0,1,0,0,0,1,1,0,0,0,161
1.6094379124341,9.568014816248,1.38629436111989,0,0,0,1,0,0,0,0,0,0,247
2.07944154167984,10.5713169251118,1.09861228866811,1,0,0,1,0,0,0,1,0,1,457
1.79175946922805,9.04192172035122,0.693147180559945,0,1,0,0,0,1,1,0,0,0,294
1.94591014905531,10.3056137593788,0,1,0,0,0,0,0,1,0,0,0,396
2.19722457733622,9.568014816248,0.693147180559945,1,0,0,1,0,0,0,0,0,0,370
2.07944154167984,9.36734412078585,1.09861228866811,0,1,0,0,0,0,0,0,0,0,314
1.6094379124341,9.568014816248,0,0,0,0,0,0,0,0,0,0,0,108
2.30258509299405,11.0020998412042,0.693147180559945,1,0,0,1,0,1,1,1,1,0,708
1.94591014905531,9.36734412078585,1.38629436111989,1,0,0,0,0,0,0,0,0,1,361
1.94591014905531,8.26873183211774,1.38629436111989,0,1,0,1,0,0,1,0,1,1,438
1.38629436111989,10.0033328875058,0,0,0,0,0,0,0,0,0,0,0,151
2.30258509299405,10.1145585226161,1.38629436111989,0,1,0,1,0,1,1,0,1,1,798
2.07944154167984,10.1145585226161,1.09861228866811,0,1,0,0,0,0,0,1,0,1,399
2.19722457733622,10.6964800680658,1.38629436111989,0,1,0,0,0,1,1,0,1,1,358
1.79175946922805,8.26873183211774,0,1,0,0,1,0,0,0,0,0,0,150
1.94591014905531,9.04192172035122,0.693147180559945,0,0,0,0,0,0,1,1,0,1,304
1.94591014905531,10.0033328875058,1.6094379124341,1,0,0,0,0,0,0,0,0,1,390
1.79175946922805,9.73506890091116,1.6094379124341,1,0,0,1,0,0,1,1,0,1,747
2.30258509299405,11.0020998412042,1.09861228866811,0,1,0,0,0,0,1,0,1,0,424
1.79175946922805,9.36734412078585,1.09861228866811,0,0,0,0,0,0,1,0,0,1,364
1.79175946922805,9.04192172035122,0.693147180559945,1,0,0,1,0,1,1,0,0,0,217
1.6094379124341,10.3056137593788,0.693147180559945,1,0,0,1,0,0,0,0,0,0,273
1.79175946922805,11.0020998412042,1.09861228866811,0,1,0,1,0,1,1,0,0,1,460
1.79175946922805,8.77955745588373,0,1,0,0,0,0,0,1,1,0,1,251
1.94591014905531,10.807705703176,1.09861228866811,1,0,0,0,0,0,0,0,0,1,263
1.79175946922805,10.2146419811731,0.693147180559945,0,1,0,0,0,0,0,0,0,0,209
2.19722457733622,10.5713169251118,0,1,0,0,1,0,0,0,0,0,1,505
2.07944154167984,9.87816974455184,1.38629436111989,0,1,0,0,1,0,0,1,0,1,431
1.94591014905531,10.6964800680658,1.09861228866811,1,0,0,1,0,0,1,1,0,1,528
2.30258509299405,10.4282160814711,0.693147180559945,0,0,0,1,1,0,1,0,1,1,660
2.07944154167984,10.1145585226161,1.09861228866811,0,0,0,1,1,0,0,0,0,0,844
1.6094379124341,10.4282160814711,0.693147180559945,0,0,0,0,0,0,0,0,0,1,253
1.79175946922805,9.04192172035122,0.693147180559945,0,0,0,1,0,0,0,0,0,0,211
1.94591014905531,9.73506890091116,1.38629436111989,0,1,0,1,1,0,0,0,0,1,398
2.19722457733622,9.04192172035122,0,1,0,0,1,0,0,1,0,1,1,212
1.79175946922805,10.0033328875058,0.693147180559945,0,1,0,1,0,1,1,0,0,0,412
2.07944154167984,9.36734412078585,0.693147180559945,0,1,0,0,0,0,1,0,0,1,422
2.07944154167984,10.5713169251118,1.38629436111989,0,0,0,1,0,1,1,0,0,1,423
2.07944154167984,10.2146419811731,0.693147180559945,0,1,0,1,0,0,1,1,0,0,288
1.94591014905531,10.4282160814711,1.09861228866811,0,1,0,1,0,0,0,0,0,0,341
1.94591014905531,9.36734412078585,1.38629436111989,0,1,0,0,0,0,1,0,0,1,282
1.94591014905531,9.36734412078585,0.693147180559945,0,1,0,1,0,0,1,0,0,0,264
2.07944154167984,10.6964800680658,1.09861228866811,0,1,0,1,1,0,1,0,0,1,811
1.94591014905531,10.4282160814711,1.09861228866811,1,0,0,0,0,1,1,0,0,1,578
1.94591014905531,9.18502256399189,1.6094379124341,0,1,0,0,1,1,1,1,0,1,651
1.79175946922805,9.18502256399189,0.693147180559945,0,0,0,0,0,0,1,0,0,1,223
1.94591014905531,10.0033328875058,1.09861228866811,1,0,0,1,1,1,1,1,0,1,418
1.94591014905531,10.0033328875058,1.09861228866811,0,1,0,0,0,1,1,1,0,0,407
1.6094379124341,9.04192172035122,0.693147180559945,1,0,1,1,0,1,1,0,0,0,340
2.07944154167984,10.4282160814711,0.693147180559945,0,1,0,0,0,0,0,0,0,1,352
2.07944154167984,9.36734412078585,0.693147180559945,0,1,0,1,0,1,1,1,1,1,717
2.07944154167984,8.26873183211774,0,0,1,0,0,0,0,1,0,0,0,225
2.07944154167984,11.0020998412042,0.693147180559945,0,1,0,1,0,1,1,1,0,0,293
1.94591014905531,8.26873183211774,0.693147180559945,0,0,0,1,0,0,1,0,0,0,329
2.30258509299405,10.4282160814711,0.693147180559945,0,1,0,1,0,0,0,0,0,0,435
2.30258509299405,10.3056137593788,1.38629436111989,0,1,0,1,0,1,1,1,1,1,911
1.79175946922805,8.26873183211774,0,0,0,1,1,0,1,1,0,0,1,436
2.07944154167984,10.4282160814711,1.38629436111989,0,1,0,1,0,0,0,1,1,1,514
2.07944154167984,9.73506890091116,1.38629436111989,0,0,0,0,1,0,1,0,0,1,437
1.79175946922805,10.5713169251118,0.693147180559945,0,1,0,0,0,1,1,1,0,1,293
1.94591014905531,11.0020998412042,1.09861228866811,0,1,0,1,0,0,0,1,1,1,631
1.94591014905531,10.0033328875058,1.6094379124341,0,1,0,1,0,0,0,1,1,1,455
2.07944154167984,10.4282160814711,1.6094379124341,0,1,0,1,0,1,1,0,0,1,576
2.30258509299405,10.0033328875058,1.38629436111989,0,0,0,1,0,0,0,0,0,0,400
1.79175946922805,8.26873183211774,0,0,1,0,1,0,1,1,0,0,0,289
1.6094379124341,8.77955745588373,0,1,0,0,1,0,1,1,1,0,1,323
1.94591014905531,9.04192172035122,1.38629436111989,0,0,0,1,0,0,0,1,0,1,310
1.94591014905531,10.807705703176,1.6094379124341,0,1,0,1,0,0,0,0,0,1,522
1.79175946922805,9.18502256399189,0.693147180559945,1,0,0,0,0,0,1,0,0,0,197
1.94591014905531,9.87816974455184,1.09861228866811,0,1,0,1,1,1,1,1,1,1,447
2.07944154167984,10.0033328875058,1.6094379124341,0,0,0,0,0,0,1,0,0,1,523
1.79175946922805,9.568014816248,0.693147180559945,1,0,1,1,0,0,1,0,0,0,591
1.6094379124341,10.0033328875058,1.38629436111989,1,0,0,0,0,0,0,0,0,0,201
2.07944154167984,10.3056137593788,0.693147180559945,0,0,0,1,0,1,1,1,1,1,396
1.79175946922805,9.73506890091116,1.6094379124341,0,1,0,1,0,0,0,0,0,1,590
2.19722457733622,10.6964800680658,1.79175946922805,0,1,0,0,0,0,1,0,0,1,605
1.94591014905531,9.87816974455184,1.6094379124341,0,1,0,0,0,0,1,0,0,1,363
2.19722457733622,10.5713169251118,0.693147180559945,0,0,1,1,1,1,1,1,1,1,1222
2.30258509299405,9.87816974455184,1.6094379124341,0,1,0,1,0,0,1,0,0,1,504
1.94591014905531,10.3056137593788,1.38629436111989,0,1,0,0,0,0,1,1,0,0,493
1.94591014905531,9.04192172035122,1.09861228866811,0,1,0,0,0,1,1,0,0,0,263
1.38629436111989,9.87816974455184,0.693147180559945,1,0,0,1,0,0,0,0,0,0,185
1.79175946922805,9.04192172035122,0.693147180559945,0,1,0,1,0,0,0,0,0,0,282
1.94591014905531,8.26873183211774,0,1,0,0,1,0,0,1,0,0,0,433
2.07944154167984,11.0020998412042,1.38629436111989,0,1,0,1,1,0,0,0,1,1,620
1.79175946922805,10.0033328875058,0.693147180559945,1,0,1,1,0,0,0,0,0,0,183
1.94591014905531,8.26873183211774,0,0,1,0,1,0,0,1,1,0,0,197
1.94591014905531,8.26873183211774,0,1,0,0,1,0,1,1,0,0,0,220
1.38629436111989,8.77955745588373,0,1,0,1,0,0,0,0,0,0,0,271
2.19722457733622,11.0020998412042,1.38629436111989,0,1,0,1,0,1,1,1,1,1,597
1.6094379124341,9.04192172035122,0,0,1,0,0,0,0,1,0,0,0,96
1.94591014905531,9.04192172035122,0.693147180559945,0,1,0,1,0,0,0,0,0,0,439
1.79175946922805,9.87816974455184,1.6094379124341,0,1,0,0,0,0,0,0,0,0,360
1.94591014905531,10.2146419811731,1.09861228866811,0,0,0,0,0,1,1,1,0,1,288
1.79175946922805,9.87816974455184,1.09861228866811,0,1,0,1,0,0,1,0,1,1,415
1.79175946922805,11.0020998412042,0.693147180559945,0,1,0,0,0,0,0,1,0,0,315
1.6094379124341,9.36734412078585,0,1,0,0,1,0,1,1,1,0,0,329
1.94591014905531,9.36734412078585,0.693147180559945,1,0,0,1,0,1,1,0,0,1,373
1.94591014905531,9.73506890091116,1.09861228866811,0,1,0,0,0,0,1,0,0,0,322
1.94591014905531,10.1145585226161,1.09861228866811,0,0,0,1,0,1,1,0,0,1,353
1.79175946922805,10.0033328875058,1.09861228866811,0,0,0,1,0,1,1,0,0,0,629
1.79175946922805,9.04192172035122,0.693147180559945,0,1,0,1,0,0,0,0,0,0,585
2.07944154167984,10.0033328875058,0,0,1,0,0,0,0,0,0,0,1,344
2.07944154167984,10.5713169251118,0.693147180559945,1,0,0,1,0,1,1,0,0,0,548
2.30258509299405,9.87816974455184,1.38629436111989,0,1,0,1,0,0,1,0,1,1,638
1.94591014905531,10.1145585226161,1.38629436111989,0,1,0,0,0,1,1,1,0,1,420
1.94591014905531,9.18502256399189,0,0,1,0,1,0,0,0,0,0,0,122
2.19722457733622,10.0033328875058,1.38629436111989,0,0,0,1,1,1,1,0,1,1,470
2.19722457733622,10.4282160814711,1.38629436111989,0,0,0,1,0,1,1,0,0,1,329
1.94591014905531,8.77955745588373,0,0,1,0,1,0,1,1,0,0,0,68
2.19722457733622,9.87816974455184,1.09861228866811,0,1,0,1,0,1,1,1,1,1,807
2.30258509299405,10.4282160814711,1.6094379124341,0,1,0,0,1,0,1,1,1,1,361
1.94591014905531,9.36734412078585,1.38629436111989,0,1,0,1,0,1,1,0,0,0,205
1.94591014905531,9.73506890091116,1.09861228866811,0,0,0,0,0,1,1,0,0,1,375
1.79175946922805,9.36734412078585,0.693147180559945,1,0,0,0,0,1,1,0,0,0,227
1.94591014905531,10.4282160814711,0.693147180559945,0,0,0,0,0,0,0,1,1,1,439
1.79175946922805,9.36734412078585,0,0,1,0,0,0,0,1,0,0,0,222
1.79175946922805,9.04192172035122,0,1,0,0,1,0,0,0,0,0,1,483
1.6094379124341,8.77955745588373,0,0,1,0,1,0,1,1,1,0,0,175
1.6094379124341,9.36734412078585,0,1,0,0,1,0,0,0,0,0,0,391
2.07944154167984,10.2146419811731,1.09861228866811,0,0,0,0,0,1,1,0,0,0,354
2.07944154167984,9.36734412078585,1.09861228866811,0,1,0,1,0,1,1,1,0,1,440
1.94591014905531,9.87816974455184,0,0,1,0,1,0,1,1,0,0,1,458
1.79175946922805,9.73506890091116,0.693147180559945,0,1,0,0,0,0,0,0,0,1,352
1.6094379124341,11.0020998412042,0.693147180559945,0,1,0,0,0,0,1,1,0,1,231
1.6094379124341,9.04192172035122,0.693147180559945,1,0,0,0,0,0,0,0,0,0,91
1.6094379124341,10.3056137593788,0,0,0,0,0,0,0,1,0,0,0,97
1.94591014905531,10.2146419811731,1.09861228866811,0,0,0,1,0,0,1,1,0,1,415
2.30258509299405,9.87816974455184,1.6094379124341,0,0,0,1,1,1,1,1,0,1,612
2.07944154167984,10.4282160814711,1.38629436111989,0,0,0,1,0,0,0,1,0,1,359
1.94591014905531,9.87816974455184,0.693147180559945,0,0,0,0,0,0,1,1,1,0,320
1.79175946922805,8.26873183211774,0,0,1,0,1,0,0,1,0,0,0,170
2.30258509299405,10.5713169251118,1.38629436111989,0,1,0,1,1,1,1,0,1,1,510
2.19722457733622,10.807705703176,0.693147180559945,0,0,0,0,0,0,1,0,0,1,292
1.94591014905531,10.1145585226161,1.09861228866811,0,1,0,0,0,0,1,1,0,0,460
1.6094379124341,9.36734412078585,0.693147180559945,1,0,0,0,0,0,1,1,0,1,279
1.79175946922805,8.77955745588373,0.693147180559945,0,1,0,0,0,0,0,0,0,0,144
1.6094379124341,9.18502256399189,0.693147180559945,1,0,0,0,0,1,1,0,0,0,486
1.79175946922805,10.4282160814711,0.693147180559945,0,1,0,0,0,0,0,0,0,1,343
2.19722457733622,10.807705703176,0.693147180559945,1,0,1,1,0,0,0,1,1,1,1346
2.30258509299405,9.87816974455184,1.6094379124341,0,1,0,1,1,1,1,0,1,1,456
1.6094379124341,8.77955745588373,0,1,0,0,0,0,0,0,1,0,0,125
2.19722457733622,10.4282160814711,0.693147180559945,0,1,0,1,0,1,1,1,1,1,408
1.94591014905531,10.6964800680658,0.693147180559945,0,1,0,1,0,0,0,0,0,1,342
1.79175946922805,9.04192172035122,1.09861228866811,0,1,0,0,1,0,1,1,0,0,303
1.94591014905531,8.77955745588373,1.09861228866811,0,0,0,0,0,1,1,0,0,1,345
1.79175946922805,9.87816974455184,0,0,1,0,1,0,1,1,0,0,1,331
1.6094379124341,9.73506890091116,0.693147180559945,0,1,0,0,0,0,1,0,0,1,289
1.6094379124341,10.1145585226161,0,0,1,0,0,0,1,1,1,0,1,209
1.94591014905531,9.73506890091116,1.38629436111989,0,0,0,0,0,0,1,0,0,0,246
1.79175946922805,10.1145585226161,1.6094379124341,1,0,0,0,0,1,1,0,0,0,546
1.79175946922805,10.3056137593788,1.38629436111989,0,1,0,1,1,0,1,1,0,1,401
2.07944154167984,9.36734412078585,1.09861228866811,1,0,0,0,0,1,1,0,0,0,625
2.07944154167984,10.0033328875058,1.09861228866811,0,0,0,0,0,0,1,0,0,0,224
1.79175946922805,9.87816974455184,1.09861228866811,1,0,0,0,0,1,1,0,0,0,264
1.79175946922805,11.0020998412042,1.6094379124341,0,0,0,0,0,1,1,0,0,1,553
1.79175946922805,8.77955745588373,0,0,1,0,1,0,0,0,1,0,0,160
1.94591014905531,10.1145585226161,1.09861228866811,0,1,0,0,0,0,0,0,0,0,399
1.6094379124341,8.77955745588373,0,0,1,0,0,0,0,1,0,0,0,70
2.07944154167984,10.1145585226161,1.09861228866811,0,1,0,1,0,0,0,1,0,1,347
1.6094379124341,9.04192172035122,0.693147180559945,0,1,1,1,0,0,1,1,0,0,376
1.6094379124341,8.26873183211774,0,1,0,0,0,0,0,0,0,0,0,81
1.94591014905531,10.1145585226161,1.09861228866811,0,0,0,0,0,1,1,1,0,0,241
1.94591014905531,10.5713169251118,0.693147180559945,0,1,0,0,0,1,1,1,1,1,297
2.07944154167984,10.3056137593788,1.6094379124341,0,0,0,1,0,0,1,1,1,1,541
1.94591014905531,10.0033328875058,1.6094379124341,0,0,0,0,0,1,1,0,0,1,355
1.6094379124341,9.568014816248,0,1,0,0,0,0,0,0,0,0,0,185
2.19722457733622,10.3056137593788,1.09861228866811,0,0,0,0,0,0,1,0,0,1,346
2.07944154167984,10.807705703176,1.09861228866811,0,1,0,1,0,0,1,0,0,1,474
1.94591014905531,9.73506890091116,1.09861228866811,0,0,0,1,0,0,1,0,0,0,364
1.94591014905531,11.0020998412042,1.09861228866811,0,0,0,1,0,1,1,0,0,0,451
1.6094379124341,10.3056137593788,0.693147180559945,0,0,0,0,0,0,1,1,0,1,249
1.94591014905531,10.4282160814711,0.693147180559945,0,1,0,1,0,0,1,0,0,0,224
1.94591014905531,9.04192172035122,1.38629436111989,0,0,0,0,0,0,1,0,0,1,608
2.07944154167984,9.87816974455184,0.693147180559945,0,1,0,0,0,0,1,1,1,1,598
1.94591014905531,8.77955745588373,0.693147180559945,0,1,1,0,0,0,0,0,0,1,464
1.79175946922805,9.87816974455184,0.693147180559945,0,0,0,0,0,0,0,0,0,0,222
1.94591014905531,9.568014816248,0.693147180559945,0,1,0,1,0,0,0,1,0,0,258
1.94591014905531,9.87816974455184,0.693147180559945,0,1,0,0,0,0,0,1,0,0,318
1.94591014905531,9.568014816248,1.09861228866811,1,0,0,1,0,0,0,0,0,0,370
1.79175946922805,9.18502256399189,1.09861228866811,0,1,0,0,0,0,1,0,0,1,406
2.30258509299405,9.73506890091116,1.6094379124341,0,1,0,1,0,0,1,0,1,0,199
2.07944154167984,9.73506890091116,1.6094379124341,0,1,0,0,0,0,1,0,0,1,306
1.79175946922805,8.77955745588373,1.38629436111989,1,0,0,0,0,0,1,1,0,1,416
2.07944154167984,10.1145585226161,1.38629436111989,0,1,0,1,0,1,1,1,0,1,394
2.19722457733622,10.5713169251118,0.693147180559945,0,1,0,1,0,0,1,0,1,0,460
2.07944154167984,10.4282160814711,1.38629436111989,0,0,0,1,1,0,0,0,1,1,787
1.79175946922805,10.0033328875058,1.09861228866811,0,0,0,0,0,0,1,1,0,1,447
1.79175946922805,9.04192172035122,0.693147180559945,0,1,0,0,0,0,1,0,0,0,125
2.07944154167984,10.5713169251118,1.09861228866811,0,1,0,1,0,0,1,0,0,0,406
1.6094379124341,9.04192172035122,0.693147180559945,0,0,1,1,0,0,0,0,0,0,532
1.79175946922805,8.77955745588373,0.693147180559945,0,0,0,0,0,0,0,0,0,0,202
